00:00:00;25
00:15:00;25
00:30:00;25
00:45:00;25
01:00:00;25
01:15:00;25
01:30:00;25
01:45:00;25
02:00:00;25
02:15:00;25
02:30:00;25
02:45:00;25
03:00:00;25
03:15:00;25
03:30:00;25
03:45:00;25
04:00:00;25
04:15:00;20
04:30:00;20
04:45:00;20
05:00:00;20
05:15:00;20
05:30:00;35
05:45:00;35
06:00:00;35
06:15:00;45
06:30:00;50
06:45:00;45
07:00:00;40
07:15:00;40
07:30:00;50
07:45:00;50
08:00:00;60
08:15:00;60
08:30:00;70
08:45:00;70
09:00:00;80
09:15:00;80
09:30:00;90
09:45:00;90
10:00:00;95
10:15:00;95
10:30:00;90
10:45:00;90
11:00:00;90
11:15:00;85
11:30:00;85
11:45:00;85
12:00:00;80
12:15:00;80
12:30:00;85
12:45:00;85
13:00:00;90
13:15:00;90
13:30:00;90
13:45:00;90
14:00:00;95
14:15:00;95
14:30:00;95
14:45:00;90
15:00:00;90
15:15:00;90
15:30:00;95
15:45:00;95
16:00:00;95
16:15:00;95
16:30:00;100
16:45:00;100
17:00:00;105
17:15:00;105
17:30:00;110
17:45:00;115
18:00:00;120
18:15:00;120
18:30:00;120
18:45:00;120
19:00:00;120
19:15:00;115
19:30:00;105
19:45:00;85
20:00:00;75
20:15:00;75
20:30:00;65
20:45:00;65
21:00:00;55
21:15:00;55
21:30:00;55
21:45:00;45
22:00:00;45
22:15:00;45
22:30:00;45
22:45:00;45
23:00:00;40
23:15:00;30
23:30:00;30
23:45:00;30
