0,34000016;4,496472514;1,26;2,981003694;2,244075095
0,280000336;4,486844328;1,2;2,969272034;2,237932785
0,280000336;4,476384182;1,22;2,945142568;2,228413703
0,259999816;4,466845205;1,22;2,917359875;2,218288371
0,379999464;4,451046939;1,22;2,893642644;2,207092974
0,480000326;4,442609437;1,24;2,844050824;2,191882518
0,459999808;4,432365365;1,24;2,857317646;2,191784533
0,459999808;4,433339365;1,22;2,877272751;2,197097976
0,439999288;4,439037703;1,22;2,900238413;2,204738838
0,420000502;4,44498457;1,24;2,919140686;2,211446695
0,420000502;4,449899558;1,24;2,935359368;2,217139695
0,420000502;4,454723026;1,04;2,952206592;2,222959323
0,420000502;3,970625253;0,84;2,975391569;2,067389643
0,420000502;4,34374652;0,74;2,990537844;2,195549968
0,420000502;4,263957403;0,64;3,010597766;2,173968576
0,420000502;4,485208198;0,64;2,88288;2,215789399
0,420000502;4,487214021;0,64;2,88288;2,216458007
0,420000502;4,488903614;0,64;2,88288;2,217021205
0,54000015;4,490407286;0,64;2,88288;2,217522429
0,659999798;4,492634682;0,74;2,88288;2,218264894
0,579999456;4,494119036;0,84;2,88288;2,218759679
0,500000846;4,496188257;0,84;2,88288;2,219449419
0,500000846;4,497517985;0,82;2,88288;2,219892662
0,500000846;4,499335825;0,8;2,88288;2,220498608
0,599999974;4,502356506;0,8;2,88288;2,221505502
0,700000838;4,503147535;0,8;2,88288;2,221769178
0,680000318;4,505489842;0,8;2,88288;2,222549947
0,659999798;4,507390155;0,8;2,88288;2,223183385
0,63999928;4,50793914;0,8;2,88288;2,22336638
0,620000494;4,512068385;0,8;2,88288;2,224742795
0,63999928;4,56799181;0,8;2,88288;2,243383937
0,620000494;4,63090502;0,8;2,88288;2,264355007
0,620000494;4,683802085;0,8;2,88288;2,281987362
0,63999928;4,748368333;0,8;2,88288;2,303509444
0,63999928;4,789608245;0,8;2,88288;2,317256082
0,620000494;4,841070786;0,72;2,88288;2,334410262
0,63999928;4,897433459;0,64;2,88288;2,35319782
0,620000494;4,948429203;0,64;2,88288;2,370196401
0,620000494;5,010347952;0,64;2,88288;2,390835984
0,620000494;5,104036595;0,64;2,88288;2,422065532
0,54000015;5,157211908;0,66;2,88288;2,439790636
0,459999808;5,227006017;0,76;2,88288;2,463055339
0,459999808;5,223387518;0,84;2,88288;2,461849173
0,459999808;5,277314919;0,82;2,88288;2,479824973
0,56000067;5,409899192;0,8;2,88288;2,524019731
0,680000318;5,370799005;0,78;2,957364882;2,529607555
