00:00:00;40
00:15:00;40
00:30:00;40
00:45:00;40
01:00:00;40
01:15:00;40
01:30:00;40
01:45:00;40
02:00:00;40
02:15:00;40
02:30:00;40
02:45:00;40
03:00:00;40
03:15:00;40
03:30:00;40
03:45:00;40
04:00:00;40
04:15:00;40
04:30:00;40
04:45:00;40
05:00:00;40
05:15:00;40
05:30:00;40
05:45:00;40
06:00:00;40
06:15:00;50
06:30:00;75
06:45:00;100
07:00:00;120
07:15:00;125
07:30:00;120
07:45:00;100
08:00:00;95
08:15:00;100
08:30:00;95
08:45:00;90
09:00:00;85
09:15:00;85
09:30:00;80
09:45:00;80
10:00:00;85
10:15:00;90
10:30:00;90
10:45:00;95
11:00:00;90
11:15:00;90
11:30:00;85
11:45:00;75
12:00:00;65
12:15:00;65
12:30:00;65
12:45:00;60
13:00:00;65
13:15:00;60
13:30:00;65
13:45:00;60
14:00:00;65
14:15:00;60
14:30:00;65
14:45:00;60
15:00:00;65
15:15:00;60
15:30:00;65
15:45:00;65
16:00:00;60
16:15:00;65
16:30:00;60
16:45:00;65
17:00:00;75
17:15:00;90
17:30:00;115
17:45:00;115
18:00:00;120
18:15:00;115
18:30:00;105
18:45:00;95
19:00:00;85
19:15:00;75
19:30:00;65
19:45:00;55
20:00:00;55
20:15:00;45
20:30:00;45
20:45:00;35
21:00:00;35
21:15:00;35
21:30:00;40
21:45:00;40
22:00:00;40
22:15:00;40
22:30:00;40
22:45:00;40
23:00:00;40
23:15:00;40
23:30:00;40
23:45:00;40
