1,26
1,2
1,22
1,22
1,22
1,24
1,24
1,22
1,22
1,24
1,24
1,04
0,84
0,74
0,64
0,64
0,64
0,64
0,64
0,74
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,64
0,66
0,76
0,84
0,82
0,8
0,78
0,78
0,78
0,78
0,8
0,78
0,78
0,78
0,78
0,8
0,78
0,78
0,72
0,64
0,64
0,64
0,64
0,64
0,74
0,84
0,82
0,8
0,8
0,8
0,84
0,88
0,84
0,78
0,82
0,88
0,9
0,9
0,9
0,9
0,78
0,7
0,76
0,7
0,74
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,78
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,74
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,64
0,64
0,64
0,74
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,64
0,64
0,76
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,64
0,64
0,74
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,64
0,64
0,74
0,84
0,84
0,84
0,82
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,64
0,64
0,74
0,84
0,84
0,82
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,7
0,64
0,64
0,64
0,74
0,82
0,82
0,8
0,78
0,78
0,78
0,78
0,78
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,72
0,64
0,64
0,64
0,74
0,84
0,82
0,8
0,78
0,78
0,78
0,78
0,78
0,78
0,8
0,8
0,8
0,8
0,8
0,78
0,72
0,64
0,64
0,64
0,74
0,84
0,84
0,84
0,8
0,8
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,72
0,64
0,64
0,64
0,72
0,82
0,82
0,8
0,78
0,78
0,78
0,78
0,78
0,78
0,78
0,78
1
1,18
1,14
1,14
1,16
1,2
1,22
1,2
1,22
1,22
1,2
1,2
3,02
3,94
4,8
3,9
2,98
1,2
1,28
2,06
4,88
6,86
6,84
4,84
2,88
2,16
1,32
1,2
1,14
1,14
1,2
1,26
1,24
1,44
1,48
1,36
1,36
1,34
1,36
1,4
1,42
1,4
1,34
1,32
1,32
1,32
1,32
1,32
1,32
1,32
1,32
1,58
2,04
2,08
2
