2,981,003,694
2,969,272,034
2,945,142,568
2,917,359,875
2,893,642,644
2,844,050,824
2,857,317,646
2,877,272,751
2,900,238,413
2,919,140,686
2,935,359,368
2,952,206,592
2,975,391,569
2,990,537,844
3,010,597,766
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
288,288
2,957,364,882
3,038,911,809
3,120,421,214
3,192,233,464
325,598,848
3,357,466,028
3,413,840,152
3,515,622,169
3,578,190,586
3,686,800,089
3,774,314,725
3,846,082,106
3,918,472,793
3,967,328,522
4,070,928,395
4,059,830,817
4,065,944,804
4,071,979,766
4,077,872,534
4,083,420,906
4,089,136,219
4,097,107,838
4,103,934,334
4,109,588,416
4,111,333,141
4,120,482,727
4,126,763,279
4,130,150,951
4,137,281,876
4,146,902,859
4,114,707,048
4,084,146,252
4,051,522,053
4,024,628,837
3,988,996,729
396,078,889
3,942,632,892
3,892,367,989
3,872,092,759
3,852,637,803
3,827,189,369
3,799,567,927
3,772,287,763
3,730,721,171
3,691,161,317
3,662,649,075
3,632,894,663
3,602,724,269
357,706,807
3,547,255,215
3,510,789,556
348,709,258
3,452,907,232
3,433,575,461
3,394,820,625
3,347,094,997
3,336,967,632
3,320,407,667
3,281,976,902
3,240,885,259
3,224,791,387
3,207,862,325
3,189,225,196
3,170,248,762
3,150,879,658
3,133,048,156
3,121,707,372
3,093,246,536
3,083,059,943
3,062,546,326
3,035,380,823
3,017,141,881
3,001,592,475
2,992,935,539
2,964,407,002
2,990,916,004
3,008,600,554
3,028,168,064
3,043,182,525
3,060,159,292
3,078,265,471
3,096,382,831
3,110,507,462
313,597,769
3,161,132,062
3,176,880,231
3,183,601,972
3,211,797,904
3,212,997,631
3,250,497,228
3,219,619,861
3,196,045,669
316,925,494
3,148,257,128
3,126,499,856
309,818,325
3,079,770,053
3,057,531,846
3,029,193,943
3,014,522,032
2,981,003,694
2,969,272,034
2,945,142,568
2,917,359,875
2,893,642,644
284,041,813
2,801,055,677
2,755,920,698
2,713,866,593
2,676,085,108
261,828,217
2,598,948,084
2,534,745,493
2,493,654,257
2,461,458,387
2,442,690,811
2,390,333,388
2,309,111,074
2,281,928,422
2,270,057,224
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
225,228
2,258,250,461
226,407,856
2,270,410,742
2,275,131,759
2,282,458,606
2,289,874,013
2,294,231,393
2,299,488,134
2,307,953,732
2,310,179,367
2,315,541,056
2,323,934,675
2,330,062,801
2,338,325,426
2,344,132,529
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
234,234
2,354,673,177
2,366,730,902
237,780,764
2,388,257,605
2,401,921,692
2,414,129,938
242,672,252
2,441,592,012
2,455,835,779
2,461,047,454
2,470,376,965
2,493,581,525
2,501,305,821
251,782,156
2,524,977,839
2,516,426,718
251,065,296
2,505,358,394
2,498,280,492
2,491,805,622
2,485,944,385
2,482,332,988
2,476,154,515
2,467,102,549
2,462,505,017
2,457,239,673
2,451,997,128
2,446,915,972
2,434,703,859
2,433,378,104
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
243,246
2,444,487,793
2,455,294,364
2,467,979,647
2,482,780,775
2,490,385,814
2,506,512,292
2,515,375,058
2,526,457,054
2,541,037,291
255,146,575
2,570,145,559
2,574,541,289
2,582,565,099
2,596,509,295
260,643,599
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
261,264
2,600,059,258
2,589,138,382
2,575,328,351
25,626,637
2,550,551,449
253,874,977
253,058,132
2,512,247,178
2,500,779,222
2,488,407,395
2,476,845,878
2,468,874,301
245,100,034
2,437,254,491
2,441,032,178
2,438,601,544
2,444,427,557
2,450,636,258
245,763,957
2,463,521,716
2,470,201,254
2,473,835,957
2,479,422,631
2,485,503,938
2,491,518,279
2,498,821,671
2,502,960,451
2,513,757,865
2,517,950,696
2,525,091,134
2,545,782,452
2,568,842,528
2,591,390,163
2,619,753,522
2,643,720,376
266,486,272
2,682,659,966
270,816,308
273,888,244
2,769,659,021
279,370,871
2,823,329,062
2,844,050,824
2,857,317,646
2,877,272,751
2,900,238,413
2,919,140,686
2,935,359,368
2,952,206,592
2,975,391,569
2,990,537,844
3,011,868,785
3,021,370,556
3,044,072,992
3,064,114,132
308,814,838
310,802,756
3,113,657,264
313,193,996
3,142,428,425
3,177,582,602
3,199,876,937
3,227,892,944
3,248,251,664
3,272,746,067
3,292,736,671
33,140,737
3,350,840,888
3,375,922,847
3,392,541,177
3,426,757,261
3,445,090,281
345,551,335
347,371,057
3,500,198,698
3,548,911,518
3,587,280,716
3,624,599,135
365,261,833
3,699,049,717
3,722,520,229
3,771,268,465
3,789,678,299
3,834,421,819
3,885,281,248
3,911,124,208
3,965,317,124
3,973,420,081
4,021,987,476
4,037,335,643
4,083,784,481
4,117,131,331
4,142,755,881
4,179,099,426
4,207,187,762
4,225,775,965
4,263,882,452
4,298,553,693
4,321,696,583
4,343,973,046
4,386,408,424
4,430,606,815
446,237,324
4,495,068,719
4,519,634,735
4,595,980,138
4,691,335,906
4,784,607,868
4,874,306,926
4,939,881,646
5,022,320,392
5,135,704,931
5,195,904,947
5,310,289,444
5,388,480,134
5,483,535,707
5,639,182,689
5,718,970,782
5,822,281,917
5,822,677,248
5,959,106,833
6,079,270,884
6,186,324,822
6,292,464,294
6,381,000,546
6,506,809,248
6,579,017,538
6,714,780,702
6,798,761,694
6,918,341,148
7,097,113,656
7,198,239,786
7,227,130,386
735,080,691
7,515,367,152
7,384,865,388
730,611,552
7,214,745,612
7,132,733,346
7,017,776,106
6,916,626,804
6,860,888,946
6,742,867,914
6,695,941,794
6,587,862,312
6,453,202,104
6,375,233,568
6,283,477,458
61,716,429
6,153,878,934
607,734,663
6,031,959,108
5,975,566,241
592,853,146
5,878,071,763
5,831,023,076
5,779,906,735
5,745,381,593
5,709,661,523
5,661,997,634
5,580,856,483
5,576,611,122
5,498,748,188
5,431,687,253
5,373,083,129
5,381,471,451
5,359,420,465
5,333,166,562
531,222,669
5,287,697,878
5,254,398,852
5,242,860,313
5,207,877,555
5,192,613,655
5,165,782,153
5,151,700,306
5,129,791,434
508,179,104
5,083,497,133
5,031,245,576
5,050,984,219
5,056,983,965
5,062,794,959
5,067,948,146
50,757,576
508,055,986
5,087,689,244
5,094,409,366
510,006,951
5,105,035,122
5,113,190,799
5,114,079,106
5,119,460,091
5,128,592,714
5,131,947,024
5,197,070,071
5,249,295,078
530,806,472
5,373,518,321
5,427,505,473
5,511,963,269
5,550,177,067
5,615,222,947
5,663,132,943
5,740,341,397
5,797,144,315
5,890,393,052
5,928,490,307
600,511,344
5,998,865,767
6,113,533,848
6,185,050,968
6,272,680,218
6,355,592,166
6,433,569,456
6,483,952,278
6,592,238,448
6,648,617,754
672,808,383
683,450,418
6,861,151,644
6,949,783,338
704,484,954
71,386,533
