0
0,000235068
0,002904496
0,010562993
0,053337897
0,049603317
0,015809594
0,00093635
0
0
0
4,09378E-05
0,00564862
0,032333894
0,082816423
0,048742424
0,008507742
0,000200293
0
0
0
0,000203712
0,001197629
0,027587241
0,030927027
0,011044063
0,010325195
0,000218646
0
0
0
0,000141309
0,00438332
0,017732536
0,063892358
0,016371497
0,009232949
0,000261866
0
0
0
0,000216759
0,00381093
0,04127669
0,013520179
0,030337612
0,010092394
0,001087263
0
0
0
0,000100979
0,002601649
0,016855076
0,057081387
0,050063585
0,012407676
0,000664367
0
0
0
2,18859E-05
0,004118855
0,01514694
0,045780134
0,019624271
0,007952822
0,000193813
0
0
