8,708073811
9,198111698
9,413304375
9,620793528
9,786986634
8,36182066
9,070699399
9,782353123
10,80692109
11,66469827
12,9253521
13,60361635
14,42917276
15,51766918
15,23731525
15,4552558
14,92204505
14,48244106
14,10593926
13,53409206
13,12043875
12,62581869
12,28572967
11,82894377
11,09420577
10,8763714
10,30009735
9,836772125
9,66288107
8,673163778
8,953014855
8,987397383
9,010769953
9,04502145
9,045426819
9,056881395
9,001972955
8,944512241
8,895501235
8,891011521
8,835322437
8,771513342
8,685664119
8,615421081
8,668218078
8,383333317
8,098317047
7,963430183
7,803981648
7,541235144
7,290461764
7,193303053
7,186039598
7,118966366
8,645550887
8,629944347
8,698695083
8,82225127
8,748413474
8,937673689
9,293768876
9,779175696
10,18969629
10,55205999
11,09542904
11,41627789
11,79503579
12,26121933
12,82649812
13,36509333
13,68337268
13,98013967
14,42825373
15,30002808
15,31087646
15,40495969
15,33073256
15,26735396
15,19315762
15,12535447
15,05843446
14,98553233
14,90622
14,84174517
14,7726874
14,71770278
14,66362643
14,60410389
14,50105293
14,44590394
14,04534464
13,70567946
13,29217488
12,91432019
12,59347696
12,17700418
11,86258093
11,35987968
11,08912874
10,6517306
10,31597833
10,1013882
9,666584908
9,133747795
8,782907016
8,734396625
8,60100759
8,490568588
8,331288515
8,244321087
8,06969575
7,987732298
7,824527678
7,645802471
7,551068675
7,422412911
7,34359756
7,243025516
6,922728108
6,813942273
7,281264746
7,647868634
8,007122903
8,291420188
8,712821126
9,140854262
9,354952914
9,874692198
10,05327339
10,49972525
10,78913541
11,15454326
11,77850806
11,7040942
12,41858706
12,45289921
12,61264364
12,75855775
12,94249316
13,10197882
13,23638316
13,33836729
13,54490449
13,74106466
13,86022461
13,96227656
14,12881649
14,23158665
14,44591047
14,57358194
14,26042154
13,87672058
13,53844835
13,17912639
12,68347934
12,44705001
12,03749945
11,51535861
11,23393531
10,69922818
10,45896272
10,12606642
9,745567899
9,546327505
8,84711072
8,876066644
8,789697371
8,718176426
8,670215684
8,60451509
8,491715288
8,383268054
8,322031425
8,269947694
8,259470457
8,16535729
8,091524603
7,955128828
7,945018939
7,863523289
8,042904366
8,294530065
8,557304535
8,774125946
8,988788674
9,224072606
9,587377349
9,735027546
9,936088477
10,34122769
10,57634402
10,80989473
10,98461902
11,20024882
11,60859798
