1,275,840,306
1,331,026,079
1,341,614,795
1,350,517,727
1,361,384,661
1,054,305,749
1,199,995,303
1,339,755,041
1,537,529,248
1,704,151,378
1,945,165,607
2,078,229,164
2,241,450,012
2,452,079,981
240,703,838
2,449,680,544
2,362,022,324
2,288,183,983
2,222,470,762
2,125,129,395
206,026,032
1,969,831,504
1,911,719,927
1,832,276,889
1,700,267,575
1,665,698,078
1,563,334,922
1,480,287,686
1,456,296,029
1,275,840,306
1,331,026,079
1,341,614,795
1,350,517,727
1,361,384,661
1,368,325,615
1,376,987,106
1,386,473,323
1,395,056,249
1,405,477,592
142,124,602
1,430,195,782
14,419,426
1,441,333,583
1,450,409,927
1,472,724,752
1,444,895,996
1,422,847,853
1,404,350,895
1,385,455,045
1,361,527,972
1,341,546,344
131,351,172
1,304,393,099
1,283,383,021
1,264,228,906
1,225,509,285
1,208,901,641
1,202,217,022
1,168,506,788
1,161,249,884
1,241,422,492
1,339,164,948
1,422,901,786
1,497,518,554
1,605,322,752
1,672,009,164
1,752,253,147
1,847,310,724
1,959,315,198
2,061,507,514
2,131,983,169
2,194,899,439
2,282,329,164
2,453,088,941
2,467,055,896
2,485,957,688
2,477,220,464
2,470,838,782
2,461,501,491
2,454,794,933
2,447,026,099
2,436,486,011
2,430,058,974
2,421,433,993
2,411,822,409
240,581,437
240,033,393
2,393,785,685
2,381,513,321
2,377,805,579
2,323,099,493
2,279,273,018
2,222,002,697
2,168,431,915
2,128,138,765
2,074,390,899
2,031,332,419
1,960,095,096
1,922,322,447
1,866,169,777
1,834,699,234
1,801,400,242
1,731,367,079
1,657,280,321
1,618,714,748
1,599,714,812
1,567,172,869
1,538,109,148
1,499,819,216
1,474,778,557
1,434,164,263
1,413,737,559
137,036,586
1,332,498,838
1,305,490,572
126,912,959
1,246,121,583
1,220,307,425
1,156,850,468
1,123,554,043
1,212,659,317
1,279,136,922
1,344,078,601
1,395,513,171
1,472,231,646
1,550,079,251
158,819,515
168,343,547
1,714,287,538
1,794,915,702
1,847,233,176
1,914,484,216
2,027,802,856
2,013,874,189
2,143,160,297
2,149,019,221
2,177,515,946
2,203,284,533
2,236,401,746
2,264,940,596
2,288,495,917
2,306,521,895
2,343,775,017
237,879,822
240,019,969
2,417,488,523
2,447,835,071
2,465,723,299
2,504,147,309
2,526,680,528
2,471,753,699
2,403,985,809
234,516,662
2,282,164,967
2,193,466,879
215,468,483
2,080,340,082
1,989,064,876
1,940,444,726
1,843,997,264
1,801,040,937
1,743,860,658
1,680,399,847
1,645,808,754
1,517,007,005
151,127,689
1,483,854,766
1,456,904,661
1,434,262,582
1,411,529,268
1,380,663,257
1,344,129,048
1,319,618,592
1,303,051,659
1,279,811,017
1,254,562,183
1,231,536,877
1,193,402,817
1,173,036,267
1,148,308,993
1,180,851,144
1,226,826,753
1,274,807,558
1,314,462,907
135,337,984
1,396,114,955
1,463,021,451
1,489,761,329
1,526,004,719
1,600,956,585
1,643,926,579
1,686,213,108
1,717,868,166
1,756,843,495
1,831,927,608
1,895,686,503
1,997,281,662
2,089,278,505
217,823,058
2,260,991,508
2,374,515,191
247,500,601
2,501,219,694
2,652,783,159
2,731,639,846
2,802,926,374
2,907,097,849
3,025,227,668
3,097,858,599
3,211,428,803
3,072,580,939
2,966,402,168
2,862,689,592
2,749,483,658
2,645,416,016
2,524,481,119
2,436,490,366
2,331,111,784
2,201,530,271
2,105,170,895
2,000,414,356
1,973,021,325
1,861,164,908
1,773,114,455
1,560,177,664
1,625,250,278
1,637,279,912
1,647,854,274
1,659,107,025
167,614,982
1,682,922,343
1,701,021,207
1,706,850,495
1,716,791,725
1,735,443,017
1,739,884,666
1,751,064,723
1,772,410,263
1,773,000,112
1,787,186,373
1,770,676,509
174,780,238
1,722,245,942
1,699,861,211
1,677,142,785
1,653,033,716
1,638,944,691
1,610,436,989
1,583,550,505
1,570,743,963
1,543,880,253
1,512,332,475
150,659,667
1,483,689,012
1,449,525,807
1,467,544,047
1,490,504,043
1,512,888,223
1,535,783,543
1,561,615,778
1,584,262,008
1,611,507,612
1,627,543,145
16,582,113
167,958,039
1,700,459,741
1,731,943,576
1,743,062,859
1,770,792,716
1,800,758,861
175,077,595
1,706,475,374
1,674,662,802
163,255,825
159,123,202
1,548,925,754
1,515,599,326
1,473,005,539
1,436,622,655
1,405,508,476
1,367,192,444
1,291,246,502
1,289,883,666
1,201,129,635
1,201,896,185
1,259,034,834
1,333,332,077
1,412,397,744
1,478,140,395
1,566,980,344
1,632,322,139
1,720,752,942
1,773,390,127
1,884,984,347
1,961,144,322
2,010,177,845
2,082,581,372
2,124,266,064
2,241,637,821
2,330,573,402
230,322,994
2,301,591,377
229,974,064
2,298,376,547
2,296,855,812
2,295,114,826
2,292,590,437
2,290,903,491
2,290,079,193
2,288,448,657
2,285,843,055
22,846,673
2,281,780,233
2,281,094,477
2,279,576,522
2,245,343,247
2,210,329,706
2,174,738,565
2,144,126,622
2,095,556,524
2,070,179,675
2,026,381,686
1,989,859,047
1,972,175,612
1,923,678,899
1,902,906,231
1,874,312,938
182,766,215
180,958,063
1,773,814,498
181,109,478
1,865,236,791
191,800,385
1,995,230,652
2,048,526,978
2,115,791,786
2,174,964,536
221,308,167
2,297,319,455
2,350,008,659
2,375,200,154
2,476,187,721
2,473,632,049
2,529,335,777
2,574,688,851
2,512,509,881
2,405,743,445
2,307,708,845
2,178,897,297
2,055,960,798
1,984,539,345
1,843,879,692
1,743,412,781
1,688,449,444
1,519,162,373
1,390,540,261
1,392,718,591
1,276,450,914
1,132,879,531
9,390,709,161
1,021,336,069
1,034,322,179
1,048,534,443
10,623,319
1,080,130,094
1,093,261,021
1,106,213,556
1,119,906,104
1,133,969,825
1,158,421,256
1,169,594,757
1,184,316,216
1,199,867,202
1,204,892,586
1,228,991,573
1,218,960,163
121,267,817
1,204,926,852
1,197,161,926
1,192,113,853
1,183,883,736
1,177,314,342
1,168,356,802
1,166,081,568
1,154,588,085
1,148,848,249
1,142,864,239
113,273,274
1,129,293,051
1,122,783,602
1,241,784,186
1,355,989,603
1,465,666,802
1,574,569,005
1,699,325,188
1,861,523,881
1,991,591,245
2,068,635,805
2,150,829,153
2,308,741,922
2,490,355,016
2,581,943,825
2,735,035,952
2,853,169,016
2,853,513,342
2,865,655,412
2,828,655,828
2,795,811,744
2,751,925,076
2,722,163,873
2,684,309,484
2,654,640,954
2,603,978,238
2,584,294,295
2,528,728,835
2,512,540,282
2,461,103,244
2,437,104,497
238,236,968
2,378,237,908
2,354,056,735
2,350,648,834
2,347,069,966
2,343,546,564
234,038,288
2,336,034,614
2,331,756,315
2,329,561,079
2,324,898,399
2,321,300,697
2,316,924,233
2,316,540,153
2,312,595,575
2,307,014,987
2,303,441,495
2,233,766,323
2,168,053,653
2,098,897,151
2,036,875,668
1,970,627,568
1,893,347,672
1,828,307,389
1,762,446,564
1,684,223,392
1,657,189,682
1,581,101,755
1,455,116,356
1,414,828,599
1,400,319,275
1,307,374,583
1,256,051,915
1,220,982,287
1,189,086,674
1,158,884,458
1,126,214,391
1,101,345,671
1,065,998,139
1,031,928,894
9,909,078,089
9,637,452,473
9,377,266,572
8,918,732,954
8,743,239,139
8,519,302,001
7,990,415,957
966,384,957
1,104,981,504
124,630,733
1,391,970,393
1,520,743,133
1,749,222,742
1,886,932,944
2,012,206,603
213,900,384
2,326,040,869
2,533,679,481
2,640,211,166
267,404,108
2,889,530,516
3,093,053,419
2,962,384,359
2,864,420,499
2,779,416,118
2,678,598,659
2,608,302,513
2,526,684,778
2,402,832,316
2,372,441,085
2,277,297,983
2,119,290,075
2,050,180,104
2,002,860,489
1,855,275,546
1,765,900,283
1,660,660,246
1,743,084,844
1,770,813,139
179,438,402
1,829,530,385
1,854,049,726
187,577,717
191,583,929
192,464,069
1,950,187,195
1,978,128,222
2,017,373,821
2,056,706,937
2,068,178,051
2,101,432,071
213,052,903
2,145,181,428
2,165,105,388
2,184,197,965
2,202,572,716
2,220,258,058
2,239,061,023
2,259,938,965
2,278,990,031
2,309,816,157
2,315,548,703
2,341,351,692
2,352,456,223
239,090,296
2,411,481,612
2,408,629,651
239,825,797
2,380,731,898
235,715,341
2,335,181,399
2,319,134,372
2,300,822,024
2,282,991,451
2,251,613,581
2,234,068,185
2,211,060,267
2,199,621,684
2,183,893,571
2,168,859,616
214,745,018
2,120,635,503
2,061,945,874
2,006,190,673
1,953,523,635
1,887,520,439
1,851,768,096
1,778,715,545
1,745,608,624
1,665,351,803
162,102,468
1,571,127,739
1,523,328,995
1,468,702,553
1,414,018,865
1,369,736,266
1,257,856,521
1,267,720,198
1,239,806,826
1,214,065,649
1,187,644,391
1,149,318,004
112,881,319
1,099,062,845
1,079,672,692
1,032,521,777
1,019,379,916
9,719,505,015
9,714,230,489
9,238,419,274
8,972,388,263
8,642,845,205
9,813,750,526
1,084,658,768
1,199,585,432
1,337,827,395
1,447,081,316
1,530,770,991
1,672,453,987
1,771,685,076
1,828,747,914
1,980,883,017
2,043,120,728
2,250,880,441
2,394,407,589
2,466,041,383
2,594,988,197
2,496,551,709
2,448,207,914
2,391,195,508
2,339,965,288
2,294,347,797
2,244,314,929
2,203,273,362
2,138,107,435
210,265,874
2,024,948,309
1,974,515,869
1,923,056,114
1,868,860,115
1,822,299,529
1,752,509,715
1,681,817,912
1,584,189,901
1,466,294,928
1,394,662,413
1,293,500,857
1,198,952,178
1,055,686,032
1,011,510,831
8,767,753,048
7,652,846,514
6,894,278,158
5,509,554,815
4,262,865,705
3,157,992,192
2,033,542,772
4,523,282,974
6,020,272,486
7,691,014,387
9,925,762,973
1,135,764,628
1,308,409,582
1,467,596,912
1,723,146,185
1,869,111,095
2,085,907,082
2,189,346,336
2,257,497,477
2,603,429,902
265,313,579
2,974,427,876
2,832,141,916
2,788,414,148
2,744,554,417
26,928,033
2,657,614,811
2,616,352,319
2,578,528,757
253,263,706
2,471,480,776
2,411,595,055
2,371,467,112
2,328,970,084
2,299,604,604
2,221,411,976
2,188,086,192
2,202,037,832
2,198,657,355
2,195,664,018
2,192,407,638
2,188,393,928
2,185,845,166
2,182,356,243
217,821,762
2,176,007,966
2,172,445,321
2,170,658,941
2,164,759,209
2,161,838,979
2,160,787,622
2,157,164,229
2,055,912,755
1,961,718,921
1,859,494,332
1,766,198,029
1,672,233,069
1,536,667,878
1,421,635,372
1,350,020,099
1,261,359,783
1,159,835,532
1,012,116,449
9,716,066,639
8,218,567,678
7,666,489,803
5,623,111,161
6,675,570,643
7,086,671,482
7,498,700,598
789,489,916
820,652,576
8,508,589,081
8,862,201,829
9,329,023,712
9,768,425,129
1,029,505,375
1,070,071,303
1,105,129,763
1,112,774,768
1,161,274,078
1,229,267,269
1,294,990,623
1,383,039,039
1,467,385,861
1,566,725,472
1,637,367,301
1,763,648,548
1,843,365,539
1,942,944,436
2,008,158,471
2,138,988,233
222,057,301
